text,expected,predicted
"Качество текста мешает решиться посмотреть ролик
",0.0,0.0
"не узнать его ебанутый говор - это ещё уметь надо
",1.0,0.0
"Хотят копии всех моих документов сразу Хотеть не вредно
",0.0,0.0
"Злобный дегенерат и педераст, здохший от передоза в говне и блевотине, от которого даже отец отрекся, вновь возвращается, чтобы доводить детей до анальных колик. Суть такова, что на телефон поступает видеодозвон, где кровожадный педофил, видать только слезший с кукана Сатаны, угрожает придти к вам в спальню в три часа ночи и сделать с вами ЭТО под незабвенные истерические взгвизгивания йи-хи ! Вся Северная Америка в панике! Оперативные сводки доносят, что форс начался в Мексике и распространился на весь континент! Общественность трясется от ужаса и негодует! Невзирая на заверения полиции, что это всего лишь безобидный форс и никто не собирается насиловать вашу спидозную жопу, граждане не верят и вооружаются на случай всякого, намереваясь встретить инфернального педофила хэдшотом в ебало. Так же распространяются сертифицированные памятки об анальной угрозе со стороны сдохшего баребаки. Так что будьте бдительны, может быть в это самое время Майкл Джексон угрожает изнасиловать и вашего сына тоже! А может, он готовиться изнасиловать вас!
",1.0,0.0
"У нас 90 процентов депутатов с двумя а то тремя гражданствами и похер всем, работают на благо страны
",0.0,0.0
"Дочитал до поезда в Норильск , дальше не стал
",0.0,0.0
"Не встречался с такой проблемой? Имеется ноут Samsung, на нем стояла Win10, потом она перестала стартовать, попробовал восстановить, но не удалось. Установил Win7, ноут работает, все нормально, но есть проблема при включении. Когда я его включаю, он бесконечно висит с логотипом Samsung. Если я при включении выберу загрузочное устройство Window Manager, то он стартанет. В биосе он так же стоит 1-ым в загрузке, но это не помогает. Тип загрузки выбран UFI, так как стоит SSD с GPT. Уже надоело каждый раз при включении жать f10 и выбирать способ загрузки. Биос сбрасывать пробовал, не помогло
",0.0,0.0
"Погуглил: В начале 90-х развитие жестких дисков ускорилось в результате бума на ПК. IBM первую гигабайтную модель HDD вывел на рынок уже в 1991 году. Это была модель 0663 Corsair 3,5-дюймовая конструкция с 8 дисками. Год спустя компания Seagate представила диск емкостью 2,1 ГБ с дисками, вращающимися со скоростью 7200 оборотов в минуту.
",0.0,0.0
спасибо! у меня этот этюд купили еще до начала выставки (вот я удивилась и порадовалась!),0.0,0.0
"А в чем его выгода была?
",0.0,0.0
"А ты не заметил, как приседания на бутылку стали неотъемлемой частью русской культуры? Раньше у русни бомбило, а теперь, после наступления стадии смирения, она уже и сама пытается иронизировать.
",1.0,1.0
"Позволю заметить что последнее время работаю у официалов... и осмелюсь предположить что вы понятия не имеете как работают дилеры, как проводятся гарантийное обслуживание, как трясутся над автомобилями, как любая дополнительная гайка согласовывается с клиентом, я вот своим кошельком отвечу если накосячу, и поэтому все провожу по строгим алгоритмам, ни каких гомырок, если деталь в сборе меняется, меняем в сборе, и плевать что она стоит к примеру 150К (к примеру клапана егр на LX450D) или я знаю как ее оживить. Особенно поражают люди, не исключено что вроде вас, когда слетают с гарантии, думая что они умные и подкрутив одометр напирают на гарантийный ремонт, а потом я пишу еще отчеты почему я слил такого клиента. А по ВАГ так вообще сказка, нам вернули АКПП из-за того что тем-ру масла человек посмотрел не через то меню сканера и отправили протокол с этими данными. Вот как думаешь будет ли желание халтурить? Или руководство держать не квалифицированных? Так что вы и понятие не имеете о работе в таких местах.
",0.0,0.0
"Мне тоже при первом же взгляде вспомнились Lust of Us и I Am Legend.
",0.0,0.0
"Содержание Н2 не менее 1,0 мг л. Там и установки то не надо.
",0.0,0.0
"А вот был бы чат не тупой, были бы в курсе. Если бы чат не был овощебазой, они б не стали такой жир воспринимать на полном серьёзе",1.0,0.0
"Я как будто за эту неделю попал в будущее! MicroSD 1тб, смартфоны по типу Samsung Fold. Мы в будущем господа, но живем в России(
",0.0,0.0
"Ром же из сахара, вредно(
",0.0,0.0
"руссошвайне искренне верит в мечтающих прихода хрюске мира русских людей истребляется самими этническими русскими и русскоязычными на республиках экс-совка продолжает искренне верить в мечтающих прихода хрюске мира русских людей
",1.0,0.0
"Это ж просто надпись над тёркой, а не характеристика заведения.
",0.0,1.0
"Артас-пидорас а фанаты долбаёбы
",1.0,0.0
"Не без этого. Про закон- у нас часто так происходит.Недавний пример,который вспомнил,ЕОСАГО,техосмотр в частных руках.Закон был уже,а пунктов ТО не было,сайты страховых полисы не продавали.И до сих пор без пинка от центробанка еле шевелится.Или сертификаты на доп.образование детей.Приняли,но до сих пор,с лета 18 го года никто не понимает что это.И всё работает не через голову а как всегда.
",0.0,0.0
"ну вообще не во все спальные муравейники ОТ ходит. У нас как обычно сначала построят кварталы, а потом думают, что там с транспортом делать. Ну и разница непринципиальна. По самому проездатому проездному цена на трамвай будет отличаться от маршрутки всего на 4 рубля (10 ).
",0.0,0.0
"Не зря, вас, хохлов, свиньями кличут. Вы и есть грязные животные, не способные к любви, привязанности, благодарности. Очень радостно видеть, как ваше правительство лижет жопу ЕС, в итоге получая новые порции фекалий, пережёвывает их беззубым ртом, а потом говорит - ещё! У вас самые дешёвые шлюхи в ЕС, да их и столько, что каждому двачеру из Европы достанется.",1.0,0.0
"Чувак, ты подписал договор с суммой 68 тыс.? Ты уже оплатил? Если оба ответа да - смирись, ты лох, без обид.
",1.0,1.0
"Вот думаю озадачится, может маринад какой то придумать, что бы мясо сделать мягче) просто мы обычно свинину едим, а говядину раз в пол года, щас по-скольку начали снимать, нужно изучить этот вопрос)
",0.0,0.0
"Спасибо! Мне безумно приятно!
",0.0,1.0
"маркетологи яндекса стопудово в Третьи Герои рубятся. Астрологи объявили неделю повышенного спроса. Стоимость доставки возросла в двое.
",0.0,0.0
"КМС активатор, или купить ключ на ибей за 5 , но у меня стоит лицензия которая шла в комплекте с ноутом.
",0.0,0.0
"А почему я например в элитке мог практически вплотную во круг солнца летать и мне ничего не было?
",0.0,0.0
"И на мою Omni Surround 5.1 тоже вышло обновление ( Микропрограммное )
",0.0,0.0
"это не глюк. яндекс способствует такому подключению так как, очень боятся невывоза. делается это для подключения авто без разрешения на таксомоторную деятельность. для примера: друг у меня, в свободное время подтаксовывает на mercedes e350, 1996 г. в. (это с четырьмя фарами который), лицензии нет но, машина в идеальнейшем состоянии. в приложении, клиенту пишут какая машина приедет по факту(mercedes) . пишет сам таксометр, сам марку машины не изменишь никак. а вот в яндексе, под этим мерсом, числятся разные машины. зависит от обстоятельств. блокировали его уже много раз но, до сих пор тот же самый мерс колесит по ночной москве.
",0.0,0.0
"Учебная тревога. М.б. детей попросить накинуть тёплое, знали же учителя, что будет тревога. Да и соседнее здание школы, не более 100м от нашей, идти минуту... но
",0.0,0.0
"Зависит от региона, в москве успешно высылают
",0.0,0.0
"Сусуватари появились в Тоторо, а этот фильм вышел раньше на 3 года
",0.0,0.0
"Почему он перестал делать звонки? Можно ли сейчас заказать звонок?
",0.0,0.0
"нынешняя тенденция с попыткой заманить как можно больше школьников к себе политическое течение Это называется политика
",0.0,0.0
"Это плешивый карлик, который ходит на пынеходах
",1.0,0.0
"Палю настоящий научпоп убогим.
",1.0,1.0
"Лурочка: Эльдорадо(Быдлорадо, Елдарада, Дилдорадо, Эльдорабство) быдлосеть быдломагазинов быдлотехники и быдлоэлектроники для быдла.
",1.0,1.0
"Я не разбираюсь в этой электрике-хуэлектрике, но сняв и разобрав такую лампу, увидел, что на одном светодиоде есть чёрная точка. Выпаять эту мелкую штучку огромным паяльником, достававашимся из поколения в поколение в моей семье, не удалось. Поэтому я его сковырнул отверткой. Надо ли объяснять, что нового светодиода у меня не оказалось? Никакого. Поэтому набрав на жало (кто придумал такое название для куска металла?) припой, оставил жирную кляксу, соединив контакты, где до этого располагался светодиод. И вуаля! Вопреки вашим ожиданиям, лампа заработала. Работает вот уже пару месяцев, по яркости не отличается от остальных.
",0.0,0.0
"Да хоть куда.Даже в РЖД можно продать.Типа, охуительно надёжно вагоны друг за друга держатся.
",0.0,0.0
"Ээээ, вроде бы прон просили а не это...
",0.0,0.0
"Какой же ты пидор, оп, взял и перед сном настроени блять испортил, уу, сука.
",1.0,1.0
"Возможно, это что-то типа библиотеки, где нечего проливать
",0.0,0.0
"Можно на все аспекты вашей деятельности) КОнечно которые не являются секретом от общества.
",0.0,0.0
"Странно часто у наших людей такое. Наследие совка? Так же на работе с инструментом у меня бывало.
",0.0,0.0
"левые радикалы нацисты
",1.0,1.0
"Игровые ноуты имеют мощные видеокарты. Они не только игрушечки потянут, но и серьезные программы вытянут. Работаю в 3D Max (одна из самых требовательных программ к техническим характеристикам компа), присматривала для работы ноут. Много вариантов есть, только стоят от 70К. Пока решила не брать, нет острой необходимости. Но в ситуации из поста купила бы, оформив рассрочку. Если какая-то супер-тяжелая сцена, рендер которой даже игровой ноут не вытянет, всегда можно обратиться на рендер-ферму. Повторю Димана: было бы желание.
",0.0,0.0
"Почему то все мои друзья (и я сам) ещё на первых курсах не имеют проблем с деньгами: выигрыши с побед олимпиад, увеличенные стипендии, гранты; другие уже стажируются работают в крупных компаниях. Естественно, речь идёт о топовых вузах (МГУ, МФТИ, ВШЭ) и технических (в данном случае информатических) направлениях. Так же знаю многих выпускников и других направлений, которые неплохо зарабатывают сейчас. Да, в науку никто не идёт, но с деньгами, если захотеть, проблем особо нет
",0.0,0.0
"На работе я все делаю только за деньги, или не делаю потому что даже за деньги не хочу тратить время. Дома только на принципах взаимовыручки. Исключительно. Или по собственному горячему желанию. Если я что-то не хочу делать, если я категорически против - я даже обсуждать это не стану. Никаких компромиссов. У меня одна единственная жизнь
",0.0,0.0
"Бля, вот не будь у меня этого куска говна, может и поверил бы.",0.0,0.0
Пока гром не грянет мужик не перекрестится.,0.0,0.0
"хорошо тут все ясно а теперь поясни мне за то что он кладет на репорты за шитпостинг и нерелейтед. айробусом дедом, лизон создали тред, карине создали тред, оляше создали тред, так какого хуя этим ебланам треды отдельные не создать? какого хуя ты тут чертила свой рот открываешь, тварь малолетняя, вот из за таких как ты уебанов все и скатилось в гавно, потому что черта этого никто не репортит, а такие говноеды как ты все сливают в парашу
",1.0,1.0
"Только вот крестьяне с землей и рабочие с заводами пососали коммунистическую бибу почему-то
",0.0,0.0
"Хороший шаровой кран стоит рублей 150, их два, шланги такой длины где-то по сотке каждый, сплитер рублей около 50-80, туда вфигачена лейка для душа, я так понимаю. В итоге оно все как-то ненадежно. Итог: около 600 рублей. Примерно как херовенький, но надежный китайский смеситель. Если собрано из мусора , то оправдано. Специально так делать - no wai
",0.0,0.0
"Меня пугает эта превьюшка. Не стоило так шутить, тем более что он не мусульманин. Привстань с бутылки: тебя не слышно.
",1.0,1.0
"Перед кем ты распинаешься )? Разговор слышащего с глухими.
",1.0,1.0
"Создают инди-игры. Это считается?
",0.0,0.0
"зато построили же) а мелкие ошибки это не их проблема) пока трассу не перекрывают конечно
",0.0,0.0
"Удваиваю. Тоже брал kz две единицы. Первая за 650 прожила около трёх лет ежедневного использования и до сих пор иногда пригождается. Вторые за 400 в пользовании сейчас.
",0.0,0.0
"стоит ли анону качественный разъеб с годным монтажом делать А ты точно вывезешь?
",1.0,1.0
"Для этого им бы пришлось переводить деньги со счета клиентов на свой личный счет. Клиент бы сразу же увидел недостаток ден.средств на своем счете, и уже при первой проверке выяснилось бы, кто и куда эти деньги перевел - такая схема не работает. Да и система не совсем так устроена. Я когда работал, мог на свой номер начислить любую сумму денег для оплаты услуг, фактически это просто условные единицы которые не обозначаются как рубли доллары евро, т.е. это просто цифры из воздуха. Так что переводить со счета клиентов на свой просто не имеет смысла, да и доступ к таким операциям имеет ограниченный круг сотрудников, которые находятся под наблюдением со стороны СБ. Плюсом еще могу добавить что сотрудникам выдается корпоративная симкарта с ежемесячно пополняемым лимитом под какой либо тариф(в зависимости от вашей должности), так что по сути вы имеете бесплатные услуг связи на период работы в опсосе.
",0.0,0.0
"У хохлов опять ыллюзорнi мрии насчёт вероятности существовання украинской государственности? Холопове, мы вас распродаём, блядь, в текущем году по бросовым ценам. Кого вы там лезете выбирать. баные крикуны.
",1.0,0.0
"Иогана Ебать, земля тебе пухом, братишка. Этот ебаный унылый никчемный тупорылый копрославный куколд.
",1.0,1.0
"не понимаю к чему этот коммент) Конечно, любая эмоция и любая реакция - это всего лишь работа мозга. да. И что? Разве кто-то ожидал чего-то другого?) То что за всем стоит мозг - это не меняет вообще ничего.",0.0,0.0
"Опять создали тред про этого умственноотсталого, на хуй он вам нужен?
",1.0,1.0
"у меня нет переходов, буквы выглядят одинаково, независимо от того, какие идут дальше. не думаю, что я одна такая. тут как будто учителя правописания из младшей школы собрались, которые никогда не видели, как у людей с возрастом почерк трансформируется
",0.0,0.0
"Как бы то ни было, в ссг порог силы огромен Даже слабак может, взмахом меча ,вырезать лес на корню.Что уж говорить о Эсканоре,который в полдень ,раз в 500 сильнее его
",0.0,0.0
"Скриншот обрезан. А так, это крайняя плоть.
",1.0,0.0
"Согласен, после просмотра груза перестал смотреть его фильмы, какие бы он не снимал
",0.0,1.0
"Блядь вот бы дожить до момента когда азиаты будут хуярить этих бабуинов с пальм. А европейские политики а нас то за что!!!11
",1.0,0.0
"если она головой шмякнулась, то неудивительно
",1.0,0.0
"А и раскрученная Активия у нас стоит за баночку примерно 150р. А за бутылочку берут примерно 200р
",0.0,0.0
"таки бесплатные,но не трудно переадресовать вызов
",0.0,0.0
А при чем здесь кран? Стропанули неправильно же.,0.0,0.0
"Зависит от твоей политической позиции.
",1.0,0.0
"Я не знаю, как написана эта инструкция, но неужели авторы не предусмотрели случай, что ассистент откажет датчики сбойнут и система будет ухудшать качество пилотирования? Тогда всё очень плохо и катастрофа была лишь вопросом времени.
",0.0,0.0
"Никак не смотрю, вообще не смотрю телик. Я так понял, это контент чисто для хохлов с пораши.
",1.0,0.0
Биос не видит хдд и сд-ром . что может быть?,0.0,0.0
"породы - у окультуренных животных в рамках одного вида. а тут - разные виды.
",0.0,0.0
"да я их в принципе могу понять. и может так и будет через 10 тыщ лет, когда на марс завезут кислород и все норм люди уедут жить туда, а земля останется для всякого скама. но сейчас это всё просто невозможно и утопично
",0.0,0.0
"Это еще дешевый комп, лучше бы сервер собрал миллиона за два с показателями раз в 10 превышающими исходные!!! Думаю одной почкой за ящик с гвоздями указанными в посте не хватит, почти всё тело по запчастям надо реализовать, чтобы прикупить такую вот коробочку для игровых утех в виде Варкрафта 3 и Квака 3.
",0.0,0.0
"Тоже проигрываю с укро-манек. Хотя вангую тут не только укры, но и некоторая часть русских шизиков с манямирком. Сами же вчера еще проигрывали с ватных ВР ТИ, а сегодня сами той же хуйней занялись. Вообще в последнее время все больше и больше убеждаюсь, что ватные дегенераты и фанатичные свидомиты либеpаxи друг друга стоят. Одним русня говна в жопу заливает, а другим - злой запад.
",1.0,0.0
"Хорошая картина, но что то напомнило ...а теперь живые позавидуют мёртвым .
",0.0,0.0
"Спасибо за поддержку) Взаимообмен опытом всегда полезен.
",0.0,0.0
"Начал хорошо, а по итогу доебался до орфографии. Какая разница, Екатерино- или Красно- славка, ежели там такая хуйня творится? Еще и про царское название и казаков что-то пукнул. Алёшенька, ты хуй с трамвайной ручкой не путай.
",1.0,1.0
"В этой новости прекрасно всё...
",0.0,0.0
"Ну то, что по нотам настраивать, это понятно. Непонятно что там подкручивать надо.
",0.0,0.0
"Не применяли, выровняли клеем кухню спокойно
",0.0,1.0
"Русачки были пушечным мясом империи.
",1.0,0.0
"А что охрана сделает? Он же ребёнок! Тронь - педофилию нарисуют на раз. Охрана только ментов может вызывать, а в таких случаях и менты беспомощны. Он же ребёнок!
",1.0,0.0
"Только омывайку знаю куда лить, т.к. аккумулятор в багажнике, ГРМ - цепь, дрыгатель под пластиком) щупа нет, датчик уровня масла стоит
",0.0,0.0
"Прям готовый рекламный слоган: Почувствуй сцепление!
",0.0,0.0
"В Тюмени большинство светофоров с пешеходной фазой, поэтому пешеходы ходят в том числе и по диагонали через весь перекресток! тут говорят:
",0.0,0.0
"Это вы не поняли. Есть такая технология NFC (Near Field Communication). Смартфоны, имеющие NFC на борту, позволяют читать писать карту Тройка (и много чего ещё) безо всяких терминалов с жёлтым кругом .
",0.0,0.0
"Я пока в танки играл, за все время рублей 500 залил. Хз зачем люди вообще туда деньши вливают",0.0,0.0
"Правильно. Айда хохлов обсуждать.
",1.0,0.0
"потворство бродяжниеству . хотя нет посмотрел. - обычные вроде люди. просто старые
",0.0,0.0
"Расскажите пожалуйста, пусть не в обиду будет написанное, но вы голову моете мылом ? Ну не волосы, а голову, кожу на голове... или гелем для душа? Еще раз прошу прощения, не хочу обидеть
",1.0,0.0
"Принял к сведению. Но что ты хотел сказать в своём хуёвом собщении?
",1.0,1.0
"В Кемеровской области тоже ест река Яя, вроде и посёлок тоже есть. Есть ещё деревня Какуй.
",0.0,0.0
"Товарищ майор, вам виднее :-)
",1.0,0.0
"Условия лучше, тоже тиньк основная карта.
",0.0,0.0
"ты ему про аномалии, а он тебе ПРО ХАБАР Ей, а она тебе про хабар. Тут в тред очевидно залетела фемка или куколд-кун, у которого только половые признаки мужские. И в лучших традициях рунет-войн феминизма, они даже в интернете не могут в борьбу, только в своих закрытых фем-помойках. Я ей про то что не хуй говно вбрасывать про ВЫРАВНИВАНИЕ ЗП , и пытаться выставить их блядо-цирк адекватным движем, а она видетели до конца мою пасту не прочла, весь тред прочла а пасту не прочла, там не больше 20 сек. читать и улавливать суть этого т.н. феминизма , а оно Дальше не читал. Попробуй еще раз Аргументный аргумент хуле
",1.0,1.0
"Такие алгоритмы есть даже в ВК, с некоторыми запрещенными фотками и комибанциями слов (самый известный пример это копипаста Синего кита , а менее известный это с6ер6анк
",0.0,0.0
"причем тут зоошиза, ты ведь реально токсичный, маленький дегенерат, способный лишь над слабым доверяющим тебе существом издеваться мимо-не-любитель-животных
",1.0,1.0
"У нас в 9 или 10 утра обычно шли.
",0.0,0.0
"В моей жизни таких было два. В первом случае человек во время празднования нового года выкусил кусок мяса из руки друга. Во втором - другой человек на природе кинул топор в сторону стоявших у костра. Оба до этих случаев никогда ни в чем подобном замечены не были, оба траву курили в первый раз. Второй потом ещё сильно обижался, когда топор отобрали, а когда отпустило - искренне не понимал, чего на него косо смотрят - ничего же не произошло
",0.0,0.0
"С архитекторами выпускниками такое бывает, тоже приходилось переделывать.
",0.0,0.0
"Смотрю на фото и думаю. Я заказал на Али предмет одежды с Hatsune Miku. Вот сейчас и думаю - а не слишком ли это, а то как бы город небольшой и вдруг поймут неправильно... Хм.
",0.0,0.0
"На 2 картинке комплект для беременных или это со мной что то не то
",0.0,0.0
"Никогда не любил этот сериал
",0.0,0.0
"та шо там хаварить, скатился пожилая скумбрия. маска все чаще слетает. раньше был нормальным а сейчас стал натуралом. ой то есть хеем.
",1.0,0.0
"уродов назвали уродами Так, а чего сжв-мразь возбудилась? Неприятно? Я и пидоров пидорами называю, и негров неграми, и ничего
",1.0,0.0
"Так надо было насрать в самопальную картонную пирамидку и подарить, такой тонкий намёк)
",0.0,0.0
"По тегам поищи оригинал года три назад волна таких историй была
",0.0,0.0
"Слишком много хочешь. Руснявая пидораха не стоит и пальца казаха. Вы и должны быть рабами, вам не привыкать.
",1.0,0.0
"У них ещё 1,5года назад было сильное предприятие ,а сейчас сдулись
",0.0,0.0
"У меня дом загородный, отец строил. Для усиления прочности проложены двутавровые балки (очень массивные). Но они вот ржавые (дом с подвалом, собственно их и видно). Через сколько примерно они сгниют или потеряют свои характеристики? Или дом развалится, а им хоть бы хны?
",0.0,0.0
"Я работала не в закупках, а инженером по рентген оборудованию. У нас было много прямых договоров с сэс и с разными ИП на разовую проверку вентиляции, заземления, параметров. Но там договора на 10 тыс где то были. На прямую шли всякие мелочи типа комплектующих к компьютерам, методички, комплектующие к оборудованию. И по таким мелким закупкам никогда проблем не было.
",0.0,0.0
"Опять вате хохлы всюду мерещатся.
",1.0,1.0
"Это все очень хорошо до тех пор, пока человек не начинает буквально требовать, чтобы для автомобилистов расширили дорогу, очевидно, в ущерб другим людям. Расширить проезжую часть можно либо за счет тротуаров, либо за счет зеленых насаждений, либо за счет площадей занятых застройкой (хотя этот метод нечасто используется). Никто же не говорит о запрете личного транспорта, но в приоритете все-таки, на мой личный взгляд, должен стоять общественный, как удовлетворяющий потребности большей части населения, и делающий это эффективнее (с точки зрения других видов транспорта).
",0.0,0.0
"Цена как цена, полбакса в час, как везде. Даже дешево достаточно. А чо воняют то? Парковки платные это охуенно, во всех бизнес-центрах все равно подземка. Зато никто тачки не бросает на полдня и всегда места есть.
",0.0,0.0
"Есть, они только вчера у меня за полный мобильный банк взяли второй раз за один месяц.
",0.0,0.0
"в фонд ОМС мы отчисляем 5 от дохода. Да, медицина не только из фонда ОМС спонсируется, но частично и из других налогов, которых тоже не так и много, т.к. идут они не только на медицину но и на все остальные перечисленные мной сферы на прилавках Арбидол и гомеопатия Ну я хз, где ты живешь, что в ваших аптеках нет лекарств нормальных. Ходить в госполиклиники имеет смысл только за больничным. И за направлением на операцию в гос.больницу, поскольку большинство операций в частных клиниках просто не делают - столкнулась лично, когда возникла такая необходимость. Поправить форму ушей - пожалуйста, удалить родинку, или какие-то несложные операции - пожалуйста, спокойно выполняются и в частных клиниках. Но если что-то серьезное - никто в частной медицине это делать не будет. Велком в государственную больницу. Да даже с тем же аппендицитом - ты поедешь в государственную больницу
",0.0,0.0
"Где этот город, в котором за 60к можно работать на одной работе? Тут на 3 ишачишь, и 50к еле еле
",0.0,0.0
"Я уже говорил тебе, что такое безумие? Gifx
",1.0,1.0
"Спросите три породы котов, подозреваю будет: британец, мейнкун и кот-обормот
",0.0,0.0
"Чернильницу ебнули, найс
",1.0,1.0
"есть такая штука как перемещаемый профиль все данные профиля хранятся на серваке, при подключении пользователя, происходит скачивание с сервера его файлА плюсы такого метода пользователь получает свои данные очень быстро, на любом компе в офисе проще переезжать с кома на комп, воткнул пустышку, все скачалось, пользователь работает и не ебет мозг по мелочи можно наскрести ещё чего-нить минусы - Загружает сетку -загружает сервер(не критично) - Как то раз, в одной организации у меня профиль весил 80 гигов, и по сети выкачивался около 8 часов) -в связи с 3м пунктом- идет ограничение на максимальный размер файлов пользователя- а они ноют, им всегда мало.
",0.0,0.0
"Алло, пикабу, я не узнаю тебя. Где гифки со слонячьми болтами???
",1.0,1.0
"Нифига не дешёвый отпуск получился
",0.0,1.0
"Так не нужно изобретать велосипед - отделения армейские давно так и распределены. Снайперам выдают СВД исключительно по той же схеме - СВД это не снайперская винтовка, а винтовка для чуть более целкого бойца, который может поддержать подразделение довольно точным, и при этом относительно беглым огнем. Почему не мосинка - полагаю, в Минобороны разберутся лучше нас. То, что мосинка точнее чем СВД - факт, но для регулярной армии, видимо, СВД оказалась более удобным и правильным вариантом, раз ее приняли на вооружение?
",0.0,0.0
"ну так и задайся вопросом, петух ты ущербный, почему он стримит и ему за это донатят, а ты сидишь на шеи своей пизды матери и не зарабатываешь ни копейки? может как раз-таки потому, что ты, хуй уебищный, максимально скучное никому не всравшееся мурло? просто пиздец логика у двущеров, я в ахуе
",1.0,1.0
"где пруфф, что за операцию по квоте просили 500к???
",0.0,0.0
"Или у вас савдеповский таз, или я хз, но инструкции к авто я в глаза не видел в новых машинах.
",1.0,0.0
"Вообще за жесткостью не смотрю, не показатель. Вода везде разная.
",0.0,0.0
"Нифига подобного, эрекция всегда одной длинны, не бывает полуэрекции.
",0.0,0.0
"Вонючий совковый скот прибежал и ноет.
",1.0,1.0
"Да потому что, ни одна скотина не скажет, я скотина, я вам собаку через год отдам или выброшу на улицу потому что у меня диточка родилась, а я не хочу чтобы он с шерстью контактировал. Собака это трудно , дорого и тяжело. Корм, ветеринары, прививки, стерилизация. осмотры. А бездомышей еще больше жалко, потому что пока таскаешь их по ветеринарам, сидишь. с ним пока они больные лежат под лекарствами, к ним привязываешься и хочется для них только лучшей жизни, хреновая жизнь у них уже была. Средненькая есть.
",1.0,0.0
